,folder,art_movement,jpeg,image_name,scrape_state
8543,train,Espressionismo,https://www.copia-di-arte.com/kunst/wassily_kandinsky/improvisation_of_cold_forms.jpg,wassily_kandinsky-improvisation_of_cold_forms,saved
8544,train,Classicismo,https://www.copia-di-arte.com/kunst/jacques_louis_david/portrait_pope_pius_vii_1742_1_hi.jpg,jacques_louis_david-portrait_of_pope_pius_vii,saved
8545,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/timothy_easton_1/sunsparkle_on_irises_1996_oil.jpg,timothy_easton-sunsparkle_on_irises_oil_on_canvas,saved
8546,validation,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/trevor_neal/bridge_and_garden_bakewell_der.jpg,trevor_neal-bridge_and_garden_bakewell_derbyshire_1952,saved
8547,train,Impressionismo,https://www.copia-di-arte.com/kunst/john_singer_sargent_2815/venice-in-grey-weather.jpg,john_singer_sargent-venice_in_grey_weather,saved
8548,validation,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/gabriele_diana_bode//Engel-des-Lichts.jpg,gabrielediana_bode-angel_of_the_light,saved
8549,validation,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/kora_olbrich/gelbe_rose_landora_.jpg,kora_olbrich-yellow_rose_landora,saved
8550,train,Impressionismo,https://www.copia-di-arte.com/kunst/berthe_morisot_57/red_tree_wood_hi.jpg,berthe_morisot-red_tree_in_a_wood_on,saved
8551,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/timothy_easton_1/allotment_stalker.jpg,timothy_easton-allotment_stalker_1953,saved
8552,train,Barocco,https://www.copia-di-arte.com/kunst/noartist/v/velzquez__portrait_of_a_man.jpg,diego_rodriguez_de_silva_y_velazquez-velazquez_portrait_of_a,saved
8553,validation,Espressionismo,https://www.copia-di-arte.com/kunst/noartist/e/eifersucht-3.jpg,edvard_munch-jealousy_1954,saved
8554,validation,Romanticismo,https://www.copia-di-arte.com/kunst/joseph_mallord_william_turner/ra15138.jpg,william_turner-glaucus_and_scylla_from_ovids_metamorphoses,saved
8555,validation,Classicismo,https://www.copia-di-arte.com/kunst/nicolas_poussin/die_inspiration_eines_dichters.jpg,nicolas_poussin-die_inspiration_eines_dichtersum,saved
8556,train,Barocco,https://www.copia-di-arte.com/kunst/peter_paul_rubens/die_erziehung_des_achilles.jpg,peter_paul_rubens-achilles_educated_by_the_centaur_chiron,saved
8557,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/paul_gauguin/stilleben_faecher_hi.jpg,paul_gauguin-still_life_with_fan,saved
8558,train,Romanticismo,https://www.copia-di-arte.com/kunst/noartist/c/corot__young_woman_in_pink_dre.jpg,jeanbabtistecamille_corot-corot_young_woman_in_pink_dress,saved
8559,train,Classicismo,https://www.copia-di-arte.com/kunst/francisco_jose_de_goya/stillleben-fruechten-flaschen.jpg,francisco_jose_de_goya-quiet_life_with_fruits_bottles_and_br,saved
8560,test,Impressionismo,https://www.copia-di-arte.com/kunst/paul_cezanne/montagnes.jpg,paul_cezanne-hold_in_the_french_provenceum,saved
8561,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/pierre_auguste_renoir/couple_reading_edmond_renoir_hi.jpg,pierreauguste_renoir-couple_reading_edmond_renoir_and_margue,saved
8562,test,Romanticismo,https://www.copia-di-arte.com/kunst/andreas_achenbach/andreas-achenbach-einlaufende-schiffe.jpg.jpg,andreas_achenbach-untitled_1955,saved
8563,test,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/timothy_easton_1/evening_return_henley_1998_oil.jpg,timothy_easton-evening_return_henley_oil_on_canvas,saved
8564,train,Barocco,https://www.copia-di-arte.com/kunst/peter_paul_rubens/peter_paul_rubens_die_eberjagd.jpg,peter_paul_rubens-the_calydonian_boar_hunt,saved
8565,train,Romanticismo,https://www.copia-di-arte.com/kunst/jean_babtiste_camille_corot/corot_the_reader_crowned_with_flowers.jpg,jeanbabtistecamille_corot-the_reader_crowned_with_flowers_or,saved
8566,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/timothy_easton_1/cottages_and_iris_field_oil_on.jpg,timothy_easton-cottages_and_iris_field_oil_on_canvas,saved
8567,train,Barocco,https://www.copia-di-arte.com/kunst/rembrandt_hamerszoon_van_rijn/badende-vrouw.jpg,rembrandt_van_rijn-the_woman_in_the_bath,saved
8568,train,Rinascimento,https://www.copia-di-arte.com/kunst/noartist/t/the_resurrection__duerer__c150.jpg,albrecht_duerer-the_resurrection_durer_1957,saved
8569,train,Rinascimento,https://www.copia-di-arte.com/kunst/lucas_cranach_d_ae/das-urteil-des-paris.jpg,lucas_cranach_il_vecchio-the_judgement_of_paris_1958,saved
8570,train,Rinascimento,https://www.copia-di-arte.com/kunst/albrecht_duerer/head-of-an-apostles.jpg,albrecht_duerer-head_of_an_apostles_durer,saved
8571,train,Rinascimento,https://www.copia-di-arte.com/kunst/noartist/s/seven_angels_with_trumpets__du.jpg,albrecht_duerer-seven_angels_with_trumpets_durer,saved
8572,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/judy_joel/christmas_steps_bristol.jpg,judy_joel-christmas_steps_bristol_1960,saved
8573,train,Impressionismo,https://www.copia-di-arte.com/kunst/alfred_sisley_769/the_rest.jpg,alfred_sisley-the_rest_by_the_stream_edge_of_the_wood,saved
8574,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/pierre_auguste_renoir/nude_grass_hi.jpg,pierreauguste_renoir-the_nude_in_the_grass,saved
8575,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/joan_thewsey/lilies_in_a_japanese_vase_goua.jpg,joan_thewsey-lilies_in_a_japanese_vase_gouache_on_paper,saved
8576,train,Espressionismo,https://www.copia-di-arte.com/kunst/egon_schiele/sich-umarmende-frauen.jpg,egon_schiele-pair_of_women_women_embracing_each_other,saved
8577,validation,Romanticismo,https://www.copia-di-arte.com/kunst/caspar_david_friedrich//Morgen.jpg,caspar_david_friedrich-the_morning_in_the_mountainsum,saved
8578,validation,Romanticismo,https://www.copia-di-arte.com/kunst/ivan_nikolaevich_kramskoy/portrait_pavel_mikhailovich_t__hi.jpg,iwan_nikolajewitsch_kramskoi-portrait_of_pavel_mikhailovich_,saved
8579,train,Espressionismo,https://www.copia-di-arte.com/kunst/ernst_ludwig_kirchner/handorgler-in-mondnacht.jpg,ernst_ludwig_kirchner-handorgler_in_mondnacht,saved
8580,validation,Rinascimento,https://www.copia-di-arte.com/kunst/raffael_eigntl_rafaello_santi/Study-of-a-Madonna-and-Child-Raffael-Raffaello-Santi.jpg,raffaello_raffaello_sanzio-study_of_a_madonna_and_child,saved
8581,train,Impressionismo,https://www.copia-di-arte.com/kunst/noartist/v/vvan_gogh_landscape_wsnow_ptg1.jpg,vincent_van_gogh-vvan_gogh_landscape_wsnow_ptg,saved
8582,validation,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/julian_barrow/fanellis_bar_new_york_1996_oil.jpg,julian_barrow-fanellis_bar_new_york_oil_on_canvas,saved
8583,train,Barocco,https://www.copia-di-arte.com/kunst/david_teniers/am_ofen.jpg,david_teniers-at_the_oven,saved
8584,train,Barocco,https://www.copia-di-arte.com/kunst/noartist/g/greni_veronica_s_veil.jpg,guido_reni-greni_veronica_s_veil,saved
8585,test,Romanticismo,https://www.copia-di-arte.com/kunst/eugene_delacroix/doctor_francois_marie_demaiso_hi.jpg,ferdinand_victor_eugene_delacroix-doctor_francoismarie_demai,saved
8586,test,Classicismo,https://www.copia-di-arte.com/kunst/noartist/n/nicolas_poussin_self_portraitr.jpg,nicolas_poussin-nicolas_poussin_selfportraitred_chalk,saved
8587,validation,Romanticismo,https://www.copia-di-arte.com/kunst/joseph_mallord_william_turner/falmoutl_hi.jpg,william_turner-falmoutl,saved
8588,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/joan_thewsey/pink_and_white_tulips_orchids.jpg,joan_thewsey-pink_and_white_tulips_orchids_and_blue_antique_,saved
8589,validation,Post-impressionismo,https://www.copia-di-arte.com/kunst/pierre_auguste_renoir/young_girl_long_hair_profile_hi.jpg,pierreauguste_renoir-young_girl_with_long_hair_in_profile,saved
8590,train,Romanticismo,https://www.copia-di-arte.com/kunst/caspar_david_friedrich/seestueck_bei_mon.jpg,caspar_david_friedrich-mare_al_chiaro_di_lunaum,saved
8591,train,Romanticismo,https://www.copia-di-arte.com/kunst/jean_babtiste_camille_corot/windstoss.jpg,jeanbabtistecamille_corot-untitled_1962,saved
8592,train,Rinascimento,https://www.copia-di-arte.com/kunst/albrecht_duerer/portraet_von_jakob_muffel_1471.jpg,albrecht_duerer-portrait_of_jakob_muffel,saved
8593,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/noartist/a/arenoir_ruhender_akt.jpg,pierreauguste_renoir-arenoir_ruhender_akt,saved
8594,train,Barocco,https://www.copia-di-arte.com/kunst/charles_le_brun_3666//1-Gastmahl-im-Hause-Pharisaeers.jpg,charles_le_brun-chle_brun_banquet_at_hsof_pharisee,saved
8595,train,Classicismo,https://www.copia-di-arte.com/kunst/noartist/y/yellow_rose___redout_1835_1.jpg,pierre_joseph_redoute-yellow_rose_redoute,saved
8596,train,Romanticismo,https://www.copia-di-arte.com/kunst/joseph_mallord_william_turner/walton-bridges.jpg,william_turner-landscape_with_walton_bridges,saved
8597,train,Espressionismo,https://www.copia-di-arte.com/kunst/wassily_kandinsky/friedhof_kochel_hi.jpg,wassily_kandinsky-cemetery_in_kochel,saved
8598,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/sophia_elliot/dulwich_1998_oil_on_board.jpg,sophia_elliot-dulwich_oil_on_board,saved
8599,validation,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/karen_armitage/freesia-eldus.jpg,karen_armitage-freesia_eldus_giant_white,saved
8600,train,Rinascimento,https://www.copia-di-arte.com/kunst/antonio_allegri/vision_john_patmos_hi.jpg,antonio_allegri_detto_correggioum-the_vision_of_st_john_on_p,saved
8601,test,Post-impressionismo,https://www.copia-di-arte.com/kunst/henri_fantin_latour/flowers_bal14545_hi.jpg,henri_fantinlatour-flowers_1964,saved
8602,train,Romanticismo,https://www.copia-di-arte.com/kunst/ferdinand_victor_eugene_delacr/fiancee_of_abydos.jpg,ferdinand_victor_eugene_delacroix-the_fiancee_of_the_abydos,saved
8603,validation,Post-impressionismo,https://www.copia-di-arte.com/kunst/pierre_bonnard/boulevard.jpg,pierre_bonnard-boulevard,saved
8604,test,Barocco,https://www.copia-di-arte.com/kunst/diego_rodriguez_de_silva_y_vel/the_virgin_appearing_to_st_ild.jpg,diego_rodriguez_de_silva_y_velazquez-the_virgin_appearing_to,saved
8605,train,Classicismo,https://www.copia-di-arte.com/kunst/johann_zoffany/archduchess_maria_christine_h_hi.jpg,johann_zoffany-archduchess_maria_christine_habsburglothringe,saved
8606,train,Espressionismo,https://www.copia-di-arte.com/kunst/lovis_corinth/conradansorge.jpg,lovis_corinth-untitled_1965,saved
8607,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/pierre_bonnard/Le-Bol-de-lait-Pierre-Bonnard.jpg,pierre_bonnard-le_bol_de_lait,saved
8608,validation,Impressionismo,https://www.copia-di-arte.com/kunst/jean_beraud/jean_beraud_leaving_the_lycee_condorcet.jpg,jean_beraud-leaving_the_lycee_condorcet,saved
8609,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/julian_barrow/plaza_de_la_catedral.jpg,julian_barrow-plaza_de_la_catedral,saved
8610,validation,Impressionismo,https://www.copia-di-arte.com/kunst/paul_cezanne/grossebadende.jpg,paul_cezanne-the_large_bathers_1966,saved
8611,train,Romanticismo,https://www.copia-di-arte.com/kunst/jean_babtiste_camille_corot/the-town-and-lake-como.jpg,jeanbabtistecamille_corot-the_town_and_lake_como,saved
8612,train,Rinascimento,https://www.copia-di-arte.com/kunst/_raphaelraffaellosanzioofurbino/st_george_struggling_with_the.jpg,raffaello_raffaello_sanzio-st_george_struggling_with_the_dra,saved
8613,train,Impressionismo,https://www.copia-di-arte.com/kunst/berthe_morisot_57/vase_garden_hi.jpg,berthe_morisot-vase_in_a_garden_stel,saved
8614,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/pierre_auguste_renoir/pensive_young_woman_hi.jpg,pierreauguste_renoir-pensive_young_woman,saved
8615,validation,Espressionismo,https://www.copia-di-arte.com/kunst/ernst_ludwig_kirchner/bube_mit_bonbons.jpg,ernst_ludwig_kirchner-bube_mit_bonbons,saved
8616,validation,Barocco,https://www.copia-di-arte.com/kunst/rembrandt_hamerszoon_van_rijn/die_taufe_des_kaemmerers.jpg,rembrandt_van_rijn-the_baptism_of_the_eunuch,saved
8617,train,Espressionismo,https://www.copia-di-arte.com/kunst/egon_schiele/zwei-freundinnen.jpg,egon_schiele-two_friends,saved
8618,train,Barocco,https://www.copia-di-arte.com/kunst/claude_lorrain_199/lorrain_hafen_sonne.jpg,claude_lorrain-porto_al_tramonto,saved
8619,validation,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/lincoln_seligman/beach_broker.jpg,lincoln_seligman-beach_broker,saved
8620,train,Impressionismo,https://www.copia-di-arte.com/kunst/paul_cezanne/1007866.jpg,paul_cezanne-in_the_valley_of_the_oise,saved
8621,train,Rinascimento,https://www.copia-di-arte.com/kunst/michelangelo_buonarroti/Decorative-urn.jpg,michelangelo_buonarroti-w_decorative_urn,saved
8622,train,Impressionismo,https://www.copia-di-arte.com/kunst/paul_cezanne/Trees-and-houses.jpg,paul_cezanne-trees_and_houses_provence,saved
8623,test,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/lincoln_seligman/man_and_child_i.jpg,lincoln_seligman-man_and_child_i_1967,saved
8624,train,Rinascimento,https://www.copia-di-arte.com/kunst/lucas_cranach_d_ae/bildnis_einer_dame.jpg,lucas_cranach_il_vecchio-portrait_of_a_woman_1968,saved
8625,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/lincoln_seligman/curving_red_lacquer_screen.jpg,lincoln_seligman-curving_red_lacquer_screen,saved
8626,train,Rinascimento,https://www.copia-di-arte.com/kunst/leonardo_da_vinci/studie_des_Judas.jpg,leonardo_da_vinci-study_for_the_holy_communion_judasum,saved
8627,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/pierre_auguste_renoir//Claude-Terrasse.jpg,pierreauguste_renoir-portrait_de_claude_terrasse_1970,saved
8628,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/timothy_easton_1/two-directions.jpg,timothy_easton-in_two_directions_oil_on_canvas,saved
8629,validation,Rinascimento,https://www.copia-di-arte.com/kunst/_titiantizianovecellio/self_portrait_c1562.jpg,tiziano_alias_tiziano_vercellioca-self_portrait,saved
8630,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/judy_joel/mousehole_methodist_chapelcorn.jpg,judy_joel-mousehole_methodist_chapelcornwall,saved
8631,train,Espressionismo,https://www.copia-di-arte.com/kunst/noartist/d/drei_gesichter_tragoedie.jpg,edvard_munch-three_faces_tragedy,saved
8632,train,Romanticismo,https://www.copia-di-arte.com/kunst/oswald_achenbach/oswald_achenbach_die_villa_deste.jpg,oswald_achenbach-die_villa_deste,saved
8633,train,Espressionismo,https://www.copia-di-arte.com/kunst/noartist/m/moskauer_kreis.jpg,wassily_kandinsky-moscow_environs,saved
8634,train,Classicismo,https://www.copia-di-arte.com/kunst/noartist/g/geum_coccineum_cooky__redout_1.jpg,pierre_joseph_redoute-geum_coccineum_cooky_redoute,saved
8635,train,Classicismo,https://www.copia-di-arte.com/kunst/pierre_joseph_redoute/rosa_gallica_versicolor.jpg,pierre_joseph_redoute-rosa_gallica_versicolor_after_redoute,saved
8636,train,Classicismo,https://www.copia-di-arte.com/kunst/jean_leon_gerome/eunuch_hi.jpg,jeanleon_gerome-the_eunuch,saved
8637,train,Classicismo,https://www.copia-di-arte.com/kunst/johann_heinrich_fuessli/frau_bei_mondschein.jpg,johann_heinrich_fussli-frau_bei_mondscheinum,saved
8638,train,Espressionismo,https://www.copia-di-arte.com/kunst/wassily_kandinsky/schwarz-und-violett.jpg,wassily_kandinsky-schwarz_und_violett,saved
8639,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/lincoln_seligman/three_wines_lincoln__seligman.jpg,lincoln_seligman-three_wines,saved
8640,train,Impressionismo,https://www.copia-di-arte.com/kunst/eugene_henri_cauchois/blumenstillleben.jpg,eugene_henri_cauchois-blumenstillleben_fruhling,saved
8641,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/pierre_bonnard/landschaft_mit_gueterzug.jpg,pierre_bonnard-landschaft_mit_guterzug,saved
8642,test,Impressionismo,https://www.copia-di-arte.com/kunst/eugene_boudin/flusslandschaft_hafen_werftan_hi.jpg,eugene_boudin-riverside_with_port_and_throwing_pine_forest_s,saved
8643,test,Rinascimento,https://www.copia-di-arte.com/kunst/noartist/a/aduerer_nude_man_with_horse__1.jpg,albrecht_duerer-adurer_nude_man_with_horse,saved
8644,validation,Barocco,https://www.copia-di-arte.com/kunst/david_dj_teniers/game_cards_xjl181934_hi.jpg,david_teniers-the_game_of_cards,saved
8645,train,Barocco,https://www.copia-di-arte.com/kunst/peter_paul_rubens/medici-zyklus-die-geburt-der-maria-de-medici.jpg,peter_paul_rubens-medici_cycle_the_birth_of_maria_demedici,saved
8646,train,Classicismo,https://www.copia-di-arte.com/kunst/jacques_louis_david/portrait-1.jpg,jacques_louis_david-portrait_of_pierre_seriziat_the_artists_,saved
8647,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/timothy_easton_1/the-herb-garden-after-the-harvest.jpg,timothy_easton-the_herb_garden_after_the_harvest,saved
8648,train,Espressionismo,https://www.copia-di-arte.com/kunst/wassily_kandinsky/rot_im_quadrat.jpg,wassily_kandinsky-red_in_a_square,saved
8649,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/pierre_bonnard/sommer.jpg,pierre_bonnard-summer,saved
8650,train,Rinascimento,https://www.copia-di-arte.com/kunst/albrecht_duerer//Nashorn.jpg,albrecht_duerer-rinoceronte,saved
8651,validation,Rinascimento,https://www.copia-di-arte.com/kunst/lucas_cranach_d_ae/bildnis_gerhart_volk_hi.jpg,lucas_cranach_il_vecchio-portrait_of_gerhart_people,saved
8652,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/paul_gauguin/2-K40-S3-1889-4_v1.jpg,paul_gauguin-still_life_with_apples,saved
8653,validation,Impressionismo,https://www.copia-di-arte.com/kunst/camille_pissarro_59/heu_ernte_hi.jpg,camille_pissarro-at_the_hay_harvest,saved
8654,validation,Espressionismo,https://www.copia-di-arte.com/kunst/ernst_ludwig_kirchner/badendeamsee.jpg,ernst_ludwig_kirchner-untitled_1971,saved
8655,train,Rinascimento,https://www.copia-di-arte.com/kunst/giorgione_eigentl_giorgio_bar/portrait_terris_hi.jpg,giorgione_alias_giorgio_barbarelli_da_castelfrancoum-ritratt_1972,saved
8656,train,Rinascimento,https://www.copia-di-arte.com/kunst/leonardo_da_vinci/study_fir_catapults.jpg,leonardo_da_vinci-study_for_catapults_pen_&_ink_on_paper,saved
8657,train,Barocco,https://www.copia-di-arte.com/kunst/peter_paul_rubens/triumph_church_fury_hatred_di_hi.jpg,peter_paul_rubens-the_triumph_of_the_church_over_fury_hatred,saved
8658,train,Rinascimento,https://www.copia-di-arte.com/kunst/albrecht_duerer/heads-in-profile.jpg,albrecht_duerer-adurer_ten_heads_in_profile_draw,saved
8659,train,Impressionismo,https://www.copia-di-arte.com/kunst/paul_cezanne/jas-de-bouffan.jpg,paul_cezanne-jas_de_bouffan,saved
8660,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/henri_de_toulouse_lautrec_736/routy_celeyran_hi.jpg,henri_de_toulouselautrec-the_young_routy_celeyran,saved
8661,train,Barocco,https://www.copia-di-arte.com/kunst/peter_paul_rubens/abendlandschaft_mit_langholzwa.jpg,peter_paul_rubens-evening_landscape_with_timber_wagon,saved
8662,train,Espressionismo,https://www.copia-di-arte.com/kunst/franz_marc_727/kleine_komposition-1.jpg,franz_marc-composizione_iii,saved
8663,train,Espressionismo,https://www.copia-di-arte.com/kunst/noartist/w/weinende_junge_frau_am_bett.jpg,edvard_munch-weinende_junge_frau_am_bett,saved
8664,train,Espressionismo,https://www.copia-di-arte.com/kunst/wassily_kandinsky/landschaft-mit-kirche-1.jpg,wassily_kandinsky-landscape_with_church,saved
8665,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/robert_tyndall/view_of_the_parish_church_of_s.jpg,robert_tyndall-view_of_the_parish_church_of_st_james_ashurst,saved
8666,train,Romanticismo,https://www.copia-di-arte.com/kunst/domenico_quaglio//Viktualienmarkt.jpg,domenico_quaglio-viktualienmarkt_at_the_heiliggeistspital_in,saved
8667,train,Classicismo,https://www.copia-di-arte.com/kunst/francois_pascal_simon_gerard/madame_recamier.jpg,francois_pascal_simon_gerard-madam_recamier,saved
8668,train,Classicismo,https://www.copia-di-arte.com/kunst/jean_antoine_gros/napoleon-bei-preussisch-eylau.jpg,jeanantoine_gros-napoleon_bei_preussischeylau_det_1973,saved
8669,train,Espressionismo,https://www.copia-di-arte.com/kunst/noartist/v/vampir-2.jpg,edvard_munch-vampir,saved
8670,train,Rinascimento,https://www.copia-di-arte.com/kunst/lucas_cranach_d_ae/urteil_paris_hi.jpg,lucas_cranach_il_vecchio-the_verdict_of_the_paris_1974,saved
8671,test,Barocco,https://www.copia-di-arte.com/kunst/peter_paul_rubens/1005120.jpg,peter_paul_rubens-ildefonso_altar_middle_picture_maria_appea,saved
8672,train,Rinascimento,https://www.copia-di-arte.com/kunst/noartist/f/francesco_venier__portrait_by.jpg,tiziano_alias_tiziano_vercellioca-francesco_venier_portrait_,saved
8673,validation,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/kora_olbrich/7435004-1.jpg,kora_olbrich-red_rose_castella,saved
8674,test,Romanticismo,https://www.copia-di-arte.com/kunst/joseph_mallord_william_turner/der-tempel-von-jupiter-prometheus-restored.jpg,william_turner-the_temple_of_jupiter_prometheus_restored,saved
8675,validation,Impressionismo,https://www.copia-di-arte.com/kunst/claude_monet/camille-monet-auf-dem-totenbett.jpg,claude_monet-camille_monet_on_the_deathbed,saved
8676,train,Barocco,https://www.copia-di-arte.com/kunst/jean_baptiste_oudry/gredinet_petite_fille_et_charl.jpg,jean_baptiste_oudry-gredinet_petite_fille_et_charlotte_trois,saved
8677,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/pierre_auguste_renoir/bildnis_jacques_eugene_spulle_hi.jpg,pierreauguste_renoir-portrait_jacqueseugene_spuller,saved
8678,validation,Barocco,https://www.copia-di-arte.com/kunst/guido_reni/1009529_v1.jpg,guido_reni-atalanta_and_hippomenes_1977,saved
8679,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/julian_barrow/westminster_abbey_from_deans_y.jpg,julian_barrow-westminster_abbey_from_deans_yard_oil_on_canva,saved
8680,train,Rinascimento,https://www.copia-di-arte.com/kunst/raphael/the_pregnant_woman_la_donna_gr_hi.jpg,raffaello_raffaello_sanzio-the_pregnant_woman_la_donna_gravi,saved
8681,validation,Classicismo,https://www.copia-di-arte.com/kunst/hubert_robert/die_nestraeuber.jpg,hubert_robert-nest_robbers,saved
8682,train,Classicismo,https://www.copia-di-arte.com/kunst/jean_etienne_liotard/selbstbildnis_hi.jpg,jeanetienne_liotard-selfportrait_1978,saved
8683,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/olege_kouvaev/party1.jpg,olege_kouvaev-party_i,saved
8684,train,Barocco,https://www.copia-di-arte.com/kunst/noartist/p/philip_iv_of_spain_paintby_vel.jpg,diego_rodriguez_de_silva_y_velazquez-philip_iv_of_spain_pain,saved
8685,train,Classicismo,https://www.copia-di-arte.com/kunst/alexander_roslin/portraet_von_marie_franoise_ju.jpg,alexander_roslin-portrait_of_mariefrancoise_julie_constance_,saved
8686,test,Barocco,https://www.copia-di-arte.com/kunst/jacob_jordaens/chorister_chalk_paper_hi.jpg,jacob_jordaens-chorister_chalk_on_paper,saved
8687,train,Barocco,https://www.copia-di-arte.com/kunst/rembrandt_hamerszoon_van_rijn/rembrandt-erzengel-gabriel-verlsst-familie-tobias.jpg,rembrandt_van_rijn-the_archangel_raphael_leaves_the_family_o,saved
8688,train,Espressionismo,https://www.copia-di-arte.com/kunst/ernst_ludwig_kirchner/altes-haus-auf-fehmarn.jpg,ernst_ludwig_kirchner-untitled_1979,saved
8689,train,Espressionismo,https://www.copia-di-arte.com/kunst/egon_schiele/einzelne-haeuser.jpg,egon_schiele-einzelne_hauser_hauser_mit_bergen,saved
8690,validation,Impressionismo,https://www.copia-di-arte.com/kunst/eugene_boudin/molen_trouville_hi.jpg,eugene_boudin-the_moles_of_trouville,saved
8691,validation,Rinascimento,https://www.copia-di-arte.com/kunst/raffael_eigntl_rafaello_santi/raffael_eigntl_rafaello_santi_bildnis_lorenzo_de_medici.jpg,raffaello_raffaello_sanzio-portrait_of_the_lorenzo_de_medici,saved
8692,train,Romanticismo,https://www.copia-di-arte.com/kunst/caspar_david_friedrich/hafen_von_greifsw.jpg,caspar_david_friedrich-porto_di_greifswald,saved
8693,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/pierre_bonnard/abend_in_paris.jpg,pierre_bonnard-abend_in_paris,saved
8694,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/paul_gauguin/selbstbildnis-3.jpg,paul_gauguin-selfportrait_1980,saved
8695,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/judy_joel/The-Star-and-Garter-Home-Richmond-Upon-Thames-1991-Judy-Joel.jpg,judy_joel-the_star_and_garter_home_richmonduponthames,saved
8696,train,Rinascimento,https://www.copia-di-arte.com/kunst/theelder_cranachlucas/lucretia.jpg,lucas_cranach_il_vecchio-lucretia_1981,saved
8697,validation,Rinascimento,https://www.copia-di-arte.com/kunst/lucas_cranach_d_ae/caritas_hi.jpg,lucas_cranach_il_vecchio-caritas,saved
8698,validation,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/mark_adlington/1-otter.jpg,mark_adlington-otter,saved
8699,train,Barocco,https://www.copia-di-arte.com/kunst/rembrandt_harmensz_van_rijn/saskia_minerva_hi.jpg,rembrandt_van_rijn-saskia_as_minerva,saved
8700,train,Impressionismo,https://www.copia-di-arte.com/kunst/paul_cezanne/36940.jpg,paul_cezanne-der_mont_saint_victoire_von_lauves_aus_gesehen_,saved
8701,test,Romanticismo,https://www.copia-di-arte.com/kunst/john_constable/study_of_a_recumbent_male_nude.jpg,john_constable-study_of_a_recumbent_male_nude,saved
8702,validation,Classicismo,https://www.copia-di-arte.com/kunst/nicolas_poussin/xir142496.jpg,nicolas_poussin-the_assumption_of_the_virgin,saved
8703,validation,Espressionismo,https://www.copia-di-arte.com/kunst/wassily_kandinsky/composition-of-nr5_kandinsky.jpg,wassily_kandinsky-composition_of_nr,saved
8704,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/karen_armitage/peonies_festive_maxima.jpg,karen_armitage-peonies_festive_maxima,saved
8705,validation,Rinascimento,https://www.copia-di-arte.com/kunst/akg/pics/carpaccioursularueckkehrausschn_hi.jpg,vittore_carpaccioum-carpaccio_ursula_return_detail,saved
8706,test,Barocco,https://www.copia-di-arte.com/kunst/frans_hals_191/bildnis_30_jaehrigen_mannes_h_hi.jpg,frans_hals-portrait_of_a_yearold_man_with_ruff,saved
8707,train,Classicismo,https://www.copia-di-arte.com/kunst/jacques_louis_david/bbc188953.jpg,jacques_louis_david-reclining_nude,saved
8708,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/mark_adlington/high-summer.jpg,mark_adlington-high_summer,saved
